query,poi_name,wikipedia-link,answer
How many people visit the monument a year?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,"Since reunification, hundreds of thousands pass through every year."
Am I able to into the statue ?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,"Yes, you can climb to the top and see great views of Berlin."
When was this built?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg," Some of the radomes of the former NSA listening station on the top of Teufelsberg The US National Security Agency (NSA) built one of its largest listening stations atop the hill, rumored to be part of the global ECHELON intelligence gathering network. ""The Hill"", as it was known colloquially by the many American soldiers who worked there around the clock and who commuted there from their quarters in the American Sector, was located in the British Sector. In July 1961, Mobile Allied listening units began operations on Teufelsberg, having surveyed various other locales throughout West Berlin in a search for the best vantage point for listening to Soviet, East German, and other Warsaw Pact nations military traffic. They found that operations from atop Teufelsberg offered a marked improvement in listening ability. This discovery eventually led to a large structure being built atop the hill, which would come to be run by the NSA (National Security Agency). Construction of a permanent facility was begun in October 1963."
How tall is this building? ,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,Teufelsberg stands 120.1 meters (394 ft) tall. 
Is this buidling still in use?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,No
Will this building be demolished?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,The Field Station Berlin Veterans Group is working to preserve it.
Is the building open to the public for tours?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,it is not because of the condition of the building. 
Where is the parking area,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,you can find parking on the side of the street.
Which side of the street?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,you can find parking on either side of the street. 
Is there a parking time limit?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,There is a four hour parking limit on the streets.
How much does it cost to park?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,It costs $5.00 per hour to park.
What days and hours it is open?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,"It is open from Monday to Friday, from 8am to 6pm"
Are guided tours available? ,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,Yes guided tours are available.
What year was that built?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,The museum was built in 1910.
Do they sell artwork at the museum? ,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,Yes in the store. 
What is the red sign on the side of the building on the right?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,A political poster
Are the bicycles for public use?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,yes
What is the name of the bridge I see?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,Oberbaum Bridge
Can you go in the towers?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,The towers are not open for public access
How long does it take to cross this bridge. ,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,"It depends on how you are crossing it, are you walking? or driving?"
How do large boats pass under the bridge?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,Large boats cannot pass under the bridge.
If large boats do not pass under this bridge where do the pass through?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,yes
What items are not allowed here?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,"Large pieces of luggage, for security reasons."
What are the hours of operation?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building, Daily from 8.00 to 24.00 hrs
How old is the building? ,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,"It was opened in 1894, making it 124 years old."
Can you take a tour in the building?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,yes you can during scheduled hours. 
What is the cost of the tour?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,The tour is free.
When was this monument built?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,The Brandenburg Gate was built between 1788 and 1791.
What is the significance of this monument?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,"Q1: When was this monument built? A1: The Brandenburg Gate was built between 1788 and 1791. Q2: What is the significance of this monument? A2: The Brandenburg Gate is one of Berlin's most important monuments – a landmark and symbol all in one with over two hundred years of history. A former symbol of the divided city, it drew visitors who used to climb an observation platform in order to get a glimpse of the world behind the Iron Curtain, on the other side of the barren ""death-strip"" which separated East from West Berlin, geographically and politically. "
Why is it called the Brandenburg Gate?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,Because the pillars mimic that of a gate entrance. 
What or who is the statue on top?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate," Quadriga, a chariot drawn by four horses. The new gate was originally named the Peace Gate and the goddess is Victoria, the goddess of victory."
Why does it have four horses?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,Was it part of the Western or Eastern zone?
What bridge is that?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,oberbaum bridge.
When was it build?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,"It was originally completed in 1902.  It was rebuilt after reunification, and was completed in 1994."
How long is the bridge?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,407 feet.
How many people cross the bridge a day?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,"Roughly 125,000 motor vehicles, 4,000 pedestrians and 2,600 cyclists cross the bridge daily."
is there designations between the pedestrians path and the cyclists path?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,No
Does the gold statue at the top of the pillar have a name?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column," Goldelse, meaning something like ""Golden Lizzy"""
Who is Goldelse?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,Victory Column
What does the building commemorate?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,"It's to commemorate the Prussian victory in the Danish-Prussian War. Prussia had also defeated Austria and its German allies in the Austro-Prussian War (1866) and France in the Franco-Prussian War (1870–71), giving the statue a new purpose."
What is the name of the road in front of the pillar?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,The road in the front is Bundesstrasse 2.
How long has the statue been? Is it a popular tourist attraction?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,It has been there since 1873 and is a major tourist attraction.
Where should I park?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin","Q1: Where should I park?  A1: There is a parking garage on Taubenstraße 14, 10117 Berlin, Germany"
How many statues are on the roof?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",Just one. 
what kind of trees are planted around the building?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",MORE THEN TREES
What style of architecture was this building designed in?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",It is in the mid 1800's style. 
What year was this building built?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",1701-1708
What is that beautiful building with the pillars?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"That building is the historical Altes Museum located in Berlin, Germany."
Where do I park to visit this building? ,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,There is parking behind the building.
what are the hours of operation and cost of admission?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,arl Friedrich Schinkel's Altes Museum is one of the most important buildings of the Neoclassical era. 
How old is this building?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"altes is about 188 years old, was founded in 1830."
What is contained in that building?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"The building holds ""High Art"", which included Old Master paintings and prints and drawings on the upper floor, as well as Classical sculpture from ancient Greece and Rome on the ground floor."
Is the dome all glass?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,No
What type of business offices are located inside this building? ,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,The Reichstag houses government offices for legislators.
Is there Handicap paking for this building?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,"Handicapped parking is very limited, and is usually only for residents with signs displaying their car registration. Public transit may be a better for this building as it is wheelchair accessible."
What year was this built?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,It was built in 1894 and restored in 1990.
WHo designed the building?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,The architect who designed it is Paul Wallot. 
What is the building with the dome?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",Q1: The dome building is what ?
Is this building open to the public?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",yes
What are the hours the building is open?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",from 10 am to 6 pm
What is the name of the building?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",I will have to look the building's name up since I am new to this area.
Is this a Historical building with important history to this area?,Neue Kirche,"https://en.wikipedia.org/wiki/Neue_Kirche,_Berlin",How high is the dome? 
What is that building on the left?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Berlin Cathedral
Is this place still used for religious services?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,yes
When are the services?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,From 9.00 o'clock to 20.00 o'clock.
"What kind of building is that ahead of me on the left, a cathedral?",Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,"Yes, it is the Berlin Cathedral."
Can I get married there?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Yes you can get married. 
What is that thing that looks like a folded-up bridge with a Star of David facing the street?  Is it some kind of memorial?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,It is a memorial of the Holocaust 
What was the Holocaust?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,The Holocaust was a movement in Germany under the dictator named Hitler in which Jewish people were rounded up and extermined in mass.
Who was Hitler?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,Hitler was the terrible manipulative leader who prosecuted jews. 
When was the statue built?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,"The building broke ground on April 1, 2003, and was finished on December 15, 2004. It was inaugurated on May 10, 2005"
Who lead the inauguration ceremony?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,Holocaust survivor Sabina Wolanski was chosen to speak on behalf of the six million dead
